VALLU_PISTENRO;VALLU_NIMI;DIGISTOPTUNNISTE;X_KOORD;Y_KOORD;KUNTAKOODI
3161;SOMPALA;91499;3403166;6996219;265
201874;HEITJÄRVI;91502;3402040;6999141;265
201875;HEITJÄRVI;91503;3402008;6999215;265
122732;SAARENSALMI TH;91565;3404550;7020120;256
18248;VALTRA;91635;3443748;6938099;992
122756;RYTYPERÄNTH;91739;3423940;6994063;216
16123;KÄRNÄ;91789;3446873;7008223;931
17760;PAHKAKORPI;91811;3456842;7008849;931
16118;SAPPEE(KUHMOINEN);91819;3393287;6824821;291
2772;KEURUSSELKÄTH;91914;3377412;6902751;249
3314;KÄRKINEN(KORPILAHTI);92162;3430565;6876899;179
62957;PUTKILAHTI;92188;3432948;6865477;179
7080;MAHLU;92634;3398664;6950890;729
2452;LÄNSI-KALMARITH;92707;3391139;6967087;226
4387;TIITUSPOHJAN TH;92723;3439752;6911874;410
63477;TIITUSPOHJA (LAUKAANTIE);92727;3440474;6912767;410
4375;VAAJAKOSKENTIE (NOJOSNIEMI TH);92889;3442572;6909837;410
121057;VAAJAKOSKENTIE (LEPPÄVEDEN KOULU);92894;3441802;6913899;410
4383;SAVIO (LAUKAA);92908;3449713;6908918;410
4394;VUONTEE;92924;3447396;6912584;410
561;KALLIOAHO;92962;3472150;6916440;077
9930;KOTVALA;93395;3419764;7013741;931
64153;KOSKUE TH;93451;3283847;6924079;164
17062;KESKIKYLÄ(JALASJÄRVI);93464;3282744;6930470;164
1588;JALASJÄRVIAKK;93485;3280360;6940624;164
15753;MYLLYSALO;93521;3268303;6951983;301
15644;MARJOHARJU;93553;3265314;6966425;145
15742;TORSTILA;93605;3249453;6988890;399
3438;KALLTRÄSK;93661;3215021;6892058;287
64387;PJELAX;93686;3210811;6930765;545
18963;TUVAS;93693;3218698;6956932;545
110863;PIRTTIKYLÄ;93697;3224630;6967980;545
5005;KOLINA;93724;3231391;6985550;475
106877;ÖLING;93791;3252289;7019973;946
9324;KOVJOKI;93837;3286323;7056041;893
19424;LEPPLAX-PORTINS;93858;3298220;7070174;599
113763;ALAVETELI TH;94001;3318375;7072964;288
2546;LEHTIKANGAS (KRUUNUPYY);94019;3326501;7058778;288
2552;PUUMALA (KAUSTINEN);94026;3332883;7056690;236
64804;MÖTTÖNEN;94131;3374976;7010639;584
64933;KAUHAJÄRVI  TH;94262;3319549;6994312;408
10337;INHA;94357;3354488;6941331;989
15816;RISTILÄ (ALAVUS);94449;3315288;6947570;010
2535;VARPULA;94586;3293107;7010114;233
4517;YLILESTI;94803;3388590;7043206;421
417;PIETILÄ;94851;3315232;7031556;052
2543;KOLA;94897;3343406;7057296;236
2544;KÄNSÄKANGAS;94901;3346095;7057034;236
3683;NIEMISKYLÄ(KUORTANE);95006;3319614;6977835;300
100392;VIITI;95076;3218256;6937986;545
1408;PIIRTOLAPIIRTOLANKYLÄ;95208;3267907;6960490;145
200703;ILMAJOKI TH;95227;3275012;6966026;145
1391;ILMAJOKI TH;95228;3275012;6966030;145
200697;AHONKYLÄ;95238;3279753;6970394;145
16080;HALKOSAARI (LAPPAJÄRVI);95419;3331320;7022052;403
66019;ÄHTÄVÄ;95456;3304443;7060630;599
6494;HERRFORS;95480;3295684;7065268;599
15227;PENTTILÄ (KAUHAJOKI);95575;3243859;6924542;232
1601;TAIVALMAA;95846;3288570;6945699;164
3352;HARRSTRÖM;95947;3203098;6971307;280
1776;PYÖRNI;96098;3242370;6968881;301
2487;HANGASKYLÄ;96135;3245901;6943925;232
4228;TARVOLA;96496;3327671;7016116;403
16726;FLADAN(MUSTASAARI);96546;3234392;7003797;499
9386;MARTOINEN;96581;3240924;7006906;499
18116;MULLOLA TH;96763;3249266;7014404;499
87776;PAALANEN;96824;3305256;7006959;233
2526;LUMMUKKA (KAUHAVA);96845;3318404;7008856;233
16391;STENNABBA;96907;3301822;7040076;599
17906;STORGJUTO;96948;3304773;7065067;599
67439;JUTHAS TH;97004;3277187;7051452;893
16014;SOKLOT;97013;3279771;7058674;893
15321;KARBY;97017;3282456;7060926;599
18536;SUNDBY;97021;3284300;7062336;599
6513;SKUTNABBA;97027;3286364;7067133;599
8926;LAHNALAMPI;97408;3365851;7074082;849
67954;JOKIKYLÄ ETELÄINEN RISTEYS, VALTATIE 4;97528;3447974;7074945;626
3584;MYLLYKANGAS;97768;3419042;7272940;139
101453;JOKIKYLÄ;97892;3563360;7162370;697
104043;SEITENOIKEA;97899;3568380;7166371;697
1079;HOIKKA (HYRYNSALMI);97922;3577894;7180330;105
101455;SAKARANVAARA;97942;3585516;7188272;777
104045;PERANKA;98044;3594755;7256806;777
3784;KUPARIVAARA;98088;3603662;7296836;305
3762;KANTOJOKI;98148;3595980;7349800;305
15504;VALLIONIEMI;98175;3585077;7358307;305
68514;PIILOPERÄ;98192;3579156;7362635;305
68526;TUOHILEHTO;98204;3571579;7369572;305
68609;KAINUUN PRIKAATI TH, 6-TIE;98295;3536678;7121915;205
2164;SIIRONEN;98312;3342994;7126927;208
111459;HIEKKASÄRKÄT;98316;3345759;7129520;208
6997;PARHALAHTI TH;98377;3371210;7157506;625
18380;HONKISUONTIE;98467;3426121;7190499;425
85207;LÄNNENTIE P;98469;3427447;7191113;425
121703;LEVO-OJA;98551;3472583;7236536;615
6812;KAITAOJA;98562;3484530;7241130;615
111470;SÄRKELÄ TH;98659;3574763;7294557;832
101481;KÄSMÄ TH;98667;3580329;7300924;305
119043;KUOLIO;98671;3583499;7305216;305
116351;KUOLIO;98672;3583611;7305331;305
107082;TAVIHARJU;98685;3589906;7310813;305
200088;LAMMINAHON TH;98854;3489490;7166525;785
8577;JAALANKA TH;98883;3508258;7161095;785
2146;KÄÄNTÄ(ALAVIESKA);98986;3365422;7123076;009
27493;SORVISTO;99032;3385879;7106652;977
5641;VUOLLE;99062;3392324;7097873;535
17409;SIEVI;99254;3378077;7091975;746
69405;TUISKULA;99289;3399657;7094627;535
17408;TÖRMINPERÄ;99319;3419040;7096184;071
27260;LAHTITH;99492;3378509;7096700;746
72237;RISTIJÄRVENTIEN TH (SOTKAMO);99603;3568561;7115324;765
101491;TIPASJOKI;99632;3580536;7109523;765
119054;JALKOVAARA;99636;3583510;7110136;765
124427;SIIVIKKO;99833;3527580;7238290;615
104106;HIRVASKOSKI;99861;3515450;7253580;615
6802;HIRVASKOSKI;99862;3515420;7253590;615
15428;KOSKENKORVA(RAAHE);100076;3385345;7172024;678
458;KATAJAPERÄ;100341;3418558;7064746;069
2168;TYPPÖ;100392;3361436;7116865;208
200102;PERÄLÄ;100467;3377905;7133822;483
70537;MÄYRÄNPERÄ, HAAPAVEDENT,;100523;3404878;7123111;563
15768;SUOTUPERÄ;100705;3417283;7102068;071
26907;TUPALA;100769;3458129;7134431;791
200127;OLKIJOEN KOULU;100944;3386396;7183566;678
18484;LAPINKYLÄ;100995;3412160;7197129;436
2720;KEIHÄÄLÄ (KESTILÄ);101167;3467356;7131549;791
26812;HYVÖLÄNKOULU;101171;3467249;7130648;791
101018;KOSKENKANKAANTH;101181;3467405;7127085;791
2737;RUOTTALA, KESTILÄ;101193;3467902;7123917;791
9241;JUORKUNA;101391;3499171;7206516;889
71405;MATALAINEN;101439;3617462;7274727;305
104157;MANNIN TH. E;101617;3434337;7231190;564
6795;AITTOJÄRVI (PUDASJÄRVI);101759;3487607;7258199;615
15684;MÄKINEN;101945;3543380;7114812;765
8290;LAAKAJÄRVI;101991;3553033;7077130;765
34724;VUOTTOLAHDEN KOULU;102001;3510659;7114508;205
104209;KÄKILAHTI;102034;3497608;7125460;205
10074;KÄKILAHTI;102035;3497513;7125517;205
107608;KÄKISAARI;102038;3496327;7127179;205
10075;KÄKISAARI;102039;3496297;7127270;205
8595;OJANPERÄ (VAALA);102051;3493656;7130946;205
200097;SIPINEN MALMILAN TH;102124;3572832;7136587;765
15553;KYRÖ (HYRYNSALMI);102190;3559889;7189995;105
104214;TAIVALKANGAS;102255;3554960;7124486;765
116950;TENETIN KOULU TH;102281;3563720;7117015;765
116951;SUMSA;102328;3584309;7119236;765
116953;HIETAPERÄ (KUHMO);102357;3605489;7123421;290
3490;HIETAPERÄ (KUHMO);102358;3605592;7123392;290
112079;SARVIVAARA TH;102563;3591474;7369463;305
122311;RUVA-AHO;102567;3591080;7370373;305
109859;RUVA-AHO;102568;3591020;7370497;305
72185;HUUMON RISTEYS;102586;3514320;6822500;491
18665;REKIVAARA TH;102619;3658063;6930362;167
8305;PARTALANKYLÄ (SOTKAMO);102709;3582878;7108990;765
17068;HERTTUANKYLÄ;102710;3587644;7103276;765
17069;AHO (SOTKAMO);102711;3587800;7101714;765
8293;LONTTA;102712;3586561;7099978;765
17070;LONTAN KOULU;102713;3583775;7100428;765
119683;TUNTURILA 1;102737;3517710;7403011;320
104235;LEPISTÖ 1;102739;3517558;7402874;320
17071;KUIKKAKYLÄ;102753;3589826;7096617;765
72270;POROMÄKI;102761;3576320;7126261;765
116650;LÖNNROTINKATU/TAPIONKATU;102780;3535619;7125076;205
119378;PALOKANGAS;102811;3535731;7123658;205
107167;LAITAKATU;102962;3536555;7123821;205
104201;JUOLAVEHNÄNTIE;102975;3536877;7122370;205
111820;TALVITIEN MUTKA;103031;3538070;7123089;205
101036;TAITOKATU;103055;3538098;7124604;205
111812;PAPUSUO;103105;3498117;7112979;205
119403;VUOTTOLAHTI;103113;3511648;7113472;205
10077;OIKOTIE;103116;3501452;7120151;205
72548;VUORESLAHTI;103128;3512935;7120785;205
279;HAAPALAHTI;103131;3658967;6990958;167
1421;HUHUS TH;103177;3690320;6972597;146
4518;EGYPTINKORPI;103201;3627502;7050861;422
4568;SARKKILA;103210;3650376;7022134;422
17234;LIPINLAHTI;103228;3613147;7048030;541
9494;PAJUKOSKI;103241;3585820;7058854;911
9488;KALLIOJÄRVI;103243;3590563;7057540;911
1434;KIVILAHTI;103282;3677326;6989727;146
107250;ANIANKATU1;103492;3427481;6766802;398
112109;ANIANKATU1;103493;3427536;6766755;398
109906;JALKARANNANSAIRAALA;103584;3423978;6765566;398
104263;JALKARANNANSAIRAALA;103585;3424006;6765519;398
119720;KAUPPALAUNE;103638;3427353;6762527;398
109911;KIIKKULA 2;103672;3424010;6766432;398
119724;KIIKKULA 2;103673;3424038;6766470;398
106969;KILPIÄISTENTIE;103674;3427261;6769534;398
106970;KILPIÄISTENTIE;103675;3427241;6769519;398
122618;LEPOLANKATU;103796;3427745;6766006;398
112142;LEPOLANKATU;103797;3427737;6766067;398
73130;PH-AMMATTI-INSTITUUTTI;103968;3430089;6766323;398
73268;SIPURANTIE;104108;3434180;6767247;398
120016;TAPANILAKOTI;104147;3424245;6765062;398
101260;TAPANILAKOTI;104148;3424189;6765006;398
73398;VIPUSENKATU;104250;3430347;6765837;398
101280;KIPINÄ (PUDASJÄRVI);104268;3479139;7242656;615
117334;HOTELLI KUUSAMO;104447;3599365;7320467;305
17452;UKONMURTO;104541;3412351;7135898;563
107431;TYKÖLÄ;104608;3350972;6796563;908
950;KALLIOLA;104673;3428072;6773586;098
122928;PERÄLÄ, KASKISTENTIE, RÄÄSY;104848;3222013;6940065;846
73847;ÄYSTÖ, KAUHAJOENTIE, ASUNTOALUE;104901;3239921;6940880;846
3265;KIVISALMI(KONNEVESI);105131;3477671;6951361;275
30;ISOJOKI (ALAJÄRVI);105218;3349228;7005482;005
31;ISONIEMI (ALAJÄRVI);105220;3332615;7001797;005
32;KARSTAPERÄ;105224;3353773;6999742;005
34;KOIVUMÄKI (ALAJÄRVI);105226;3352314;7002139;005
48;PAALIJÄRVI;105264;3344028;6999113;005
57;SORVARI;105274;3333303;6993048;005
63969;SÄRKIHARJUN KOULU;105306;3409550;7052640;601
117630;LAIHIAN TIERISTEYS;105335;3234373;6804960;050
3056;LAIHIAN TIERISTEYS;105339;3234405;6804991;050
200524;HIUKKO;105340;3230736;6802968;050
74249;NUMMEN KOULU;105484;3346496;6751874;109
5140;RONGAS;105523;3529181;6728288;489
17562;VAALIMAARAJAHOVI;105534;3546193;6721613;935
17560;VAALIMAATULLI;105535;3547145;6722118;935
1277;POROVESI;105558;3505973;7050499;140
1284;RUOSTEENRANTA;105561;3499092;7049441;140
1208;HUOTARI;105562;3503940;7048325;140
1245;LAPPETELÄ;105567;3505262;7028913;140
1226;KIVELÄ;105570;3530376;7044113;140
1275;PITKÄKOSKI;105573;3521546;7050399;140
1260;NIEMINEN (IISALMI);105577;3519929;7046894;140
3080;HONKARANTA;105632;3489511;7055370;263
3101;LAVAPURO;105641;3465411;7062768;263
15646;MAANINKA, RAJA;105676;3515118;6991840;476
18794;KOSKAMA;105688;3436300;7496525;261
3037;ROURAVAARA;105690;3433540;7536580;261
17802;JAKSAMO;105718;3561300;7354900;614
6418;KOIVUJÄRVI;105721;3462993;7038518;595
6771;LAMMINAHO;105727;3552600;7370600;614
87715;TAIPALE;105958;3515932;7039390;402
112318;HONKAVAARA;106160;3656369;6929634;167
114938;LEHMOLA TIENHAARA, KAJAANINTIE;106207;3643168;6955284;276
112316;LAPPALA 2;106668;3606423;6956540;309
75210;KÄSÄMÄ TH;106703;3621116;6949825;426
4575;SULKAINEN TH;107270;3627267;7045303;422
75782;SÄRKIVAARAN TH;107310;3653340;6948341;276
75785;JUKAJOKI;107314;3655864;6947631;276
75798;HEINÄVAARA (ILOMANTSINTIE);107328;3663248;6943455;167
117876;YLÄ-LUOSTA;107559;3583193;7031741;687
8257;SAVONVIRTA;107840;3522527;7060585;762
8249;PETÄYS (SONKAJÄRVI);107858;3531667;7057790;762
8232;KOIRAKOSKI;107862;3539952;7056376;762
104452;ISOMÄKI;107914;3486839;7090232;925
76496;EROLANSAARI TH;108049;3576028;6902533;915
76536;LEPPÄLAHTI;108090;3618305;6929376;426
76614;VIURUNIEMI;108168;3598472;6947730;309
18738;HERNEVAARA;108253;3631744;6921676;707
2804;HEINÄVAARA;108572;3663437;6943327;167
104460;SOTKUMA TH;108691;3625475;6961794;607
120583;SOTKUMA TH;108693;3625423;6961863;607
77604;KYYRÖNVAARANTH;109212;3658167;6997164;422
103879;VUORINEN;109479;3566332;6928304;420
123596;MUSTAJOENTH.1;110860;3606015;6959589;309
123597;MUSTAJOENTH. 2;110861;3605975;6959663;309
79236;HIEKKAPALSTANTH,;110863;3605662;6960133;309
8260;SONKAKOSKI;111623;3524692;7070907;762
120923;POLVIJÄRVI TH;111718;3633856;6949926;426
118976;KULHO;111778;3650191;6949731;276
3281;KONTIOLAHTI RAS;111827;3646102;6961898;276
16032;PUUTARHATIE;111849;3645657;6966414;276
16232;PIELAVESIALA-ASTE;111903;3488641;7014114;595
101218;SEPPÄLÄTH;112085;3476980;6877920;213
6786;SIRNIÖ;112114;3552924;7307103;614
2709;SEIKANLAMPI;112116;3619154;6877991;740
2706;RUOKOLAHTI (KERIMÄKI);112117;3619911;6863252;740
80435;OPINTIEN KOULU;112144;3281952;6757894;430
16750;VANHALA KOULU;112199;3506539;6851328;491
16448;MÄNTYHARJU RAS;112217;3493888;6812405;507
7280;SAIKARI;112220;3489499;6965815;686
15100;PARRAS;112225;3431481;7190526;859
7292;HÖYLÄ;112239;3576788;7036547;687
15232;PILKKO;112247;3639992;6950987;276
4924;YLIPÄÄ (LUMIJOKI);112250;3410173;7190660;436
17884;SALLISENTIE;112254;3415539;7190430;436
1499;DAL;112278;3334174;6663678;149
15386;JYNKKÄ;112287;3648353;6951246;276
80514;KATTILAINEN TH VT 12;112307;3312705;6821605;536
8220;HIRVIJÄRVI;112313;3521717;7075894;762
8228;KALLIOMÄKI;112316;3522376;7091107;762
8258;SOMEROKOSKI;112318;3527900;7090438;762
81991;PAIHOLA;112333;3650306;6957375;276
8221;HONGIKKO;112336;3528874;7053100;762
8271;VÄNNINMÄKI;112341;3516890;7062829;762
3277;KALLIOVAARA;112356;3653480;6961266;276
3283;KUNNASNIEMI;112359;3633912;6961497;276
6633;MUTKANVAARA (POLVIJÄRVI);112371;3611331;6973192;607
6631;LEHTOVAARA (POLVIJÄRVI);112372;3606941;6981197;607
8267;VEHMASJÄRVI;112377;3548596;7056458;762
16301;SUONENJOEN MAATALOUSOPPILAITOS;112397;3508430;6945109;778
9692;UKONLAHTI;112463;3566677;6950925;297
9679;JÄNISSALO;112464;3561963;6956811;297
5445;PYHÄKOSKI;112505;3484092;6813686;507
16316;VEDENPÄÄTH;112508;3465892;6821223;588
16318;NIPULIKOULUTH;112513;3464843;6817412;588
18273;SYKÖNVAARA;112515;3666238;6930014;167
18817;NAISKANGAS;112558;3509662;6908011;593
8573;ALASSALMI;112610;3494570;7137773;785
8603;SUUTARINKYLÄ (VAALA);112622;3476230;7152676;785
3899;SUKKULANSALO;112642;3609594;6970028;309
8575;ITÄRANTA (VAALA);112650;3509790;7157106;785
8579;JYLHÄNNIEMI;112651;3502788;7157650;785
8581;JÄRVIKYLÄ (VAALA);112665;3489980;7166440;785
8348;LOHIKOSKI;112708;3591672;6834876;768
7616;HYPÖNNIEMI;112710;3624525;6920765;707
7636;VARPASALO;112711;3625017;6913782;707
7621;KOIVUSALO;112713;3639127;6906858;707
18769;NIEMINEN HOVI;112724;3642770;6919453;707
7634;SINTSI;112725;3652056;6920281;707
7074;SALO;112730;3649161;6941465;167
7068;KUMPU;112731;3651142;6938625;167
16878;RASIVAARA;112737;3654418;6934926;167
7066;KALLIOSALO TH;112747;3659631;6935654;167
7073;RUUNAVAARA;112751;3650574;6936044;167
7076;SUORANTA;112753;3655361;6939342;167
4527;KANNELKOSKI;112764;3630035;7047820;422
16691;POHJA (LIEKSA);112774;3654845;7005730;422
4569;SAVIKYLÄ (LIEKSA);112775;3636988;7006816;422
16951;HAMARI;112785;3415853;7290757;751
8016;YLI-KÄRPPÄ;112819;3439185;7302266;751
16670;SAVIKYLÄ VANHATIE;112841;3594750;7049221;541
5770;LOUKKUSÄRKKÄ;112843;3592992;7051647;541
117807;VÄÄTÄJÄNNIEMI;112864;3500182;7160300;785
7391;KUOMIOKOSKI;112870;3507036;6814646;491
16193;LOHELA;112874;3478408;7165136;889
106279;NEITTÄVÄ;112879;3483842;7156720;785
7410;VITSIÄLÄ;112900;3514410;6827910;491
7398;NÄRHILÄ;112905;3502256;6822776;491
7390;KOLJOLA;112908;3500809;6824099;491
100259;HAAPAKOSKI (HAAPAVESI);112946;3417601;7116604;071
15620;PELLOSNIEMI;112951;3514556;6818564;491
15917;SAARENPÄÄ;112963;3422009;7129008;071
15915;VAITINNIEMI;112964;3422580;7127965;071
5421;HIETANIEMI (MÄNTYHARJU);112970;3482030;6807120;507
5424;KARANKAMÄKI;112971;3479093;6817635;507
10364;LAAJARANTA;112973;3437952;6952127;992
15472;VUOSNAINEN;113052;3184380;6724731;304
475;ALAKYLÄ (HAAPAVESI);113053;3406457;7107424;071
17407;KESO AS,ALUE;113054;3419467;7100785;071
1114;KYTÄJÄ;113232;3373150;6723511;106
1134;UUSIKYLÄ;113273;3389970;6720242;106
15755;RIDASJÄRVI HUOLTOLA;113285;3392274;6728942;106
103272;YLENTOLA 1;113291;3387555;6729554;106
122911;TERVAMÄKI 1;113304;3379701;6722253;106
112924;HÄMEENKADUN KOULU 1;113333;3383641;6727153;106
112925;HÄMEENKADUN KOULU 2;113334;3383629;6727175;106
18999;TAINIO TH;113400;3635725;6910022;707
18998;SANGENLAHDENTIE 331;113402;3645554;6903336;707
10088;TOMPERI;113406;3508065;7120833;205
7187;KILJONPERÄ;113412;3432012;7162123;791
15489;AINESMAA;113414;3427759;7169464;791
7190;PASO;113415;3431326;7161737;791
3987;PYRRÖNPERÄ;113424;3437075;7106463;317
3978;KOPOSENPERÄ;113431;3446541;7093645;317
18780;RUHANKANGAS;113435;3440511;7093836;317
15297;NURMESJÄRVI;113439;3437140;7079424;317
3983;NURMESPERÄ;113440;3438412;7081239;317
7007;HIETAKYLÄ (PYHÄSALMI);113449;3448776;7069052;626
100285;RUKKINEN;113460;3408588;7159352;748
7646;LUOHUA;113461;3417517;7162388;748
103279;VIITALANPERÄ;113464;3420310;7159867;748
7016;LOHVANPERÄ;113471;3455497;7073238;626
7015;LIITTOPERÄ;113472;3461462;7070795;626
2723;KOSKENKANGAS (KESTILÄ);113499;3468911;7122844;791
2725;KÄRKELÄNPERÄ;113500;3468282;7129001;791
2727;LIEVOLA;113507;3457775;7130212;791
6147;VARISKYLÄ (PALTAMO);113542;3527872;7140240;578
110702;KARKIALAMPI;113642;3511763;6844151;491
7111;HAVERI(PÖYTYÄ);113743;3264483;6751489;636
2376;HEIKINSUO;113747;3265951;6735045;636
16998;MÄLLÄINEN;113755;3274886;6771264;430
241;SÖDERLÅNGVIK;113764;3246298;6667223;322
18257;AURAN NUORENTALO;113766;3255783;6731846;019
375;HUHTA;113773;3222409;6805274;051
530;PÖYLÄ;113779;3271344;6702096;734
18917;LEPPÄKANGAS;113814;3504467;6908424;593
8034;KITÖN TIENHAARA;113869;3416928;6684903;753
2236;VILJOLAHTI;113884;3576664;6904646;915
123164;VÄISÄLÄ;113894;3516834;6890887;593
10063;LÄNGELMÄKI;113898;3519100;6896777;593
788;VARISTAIPALE;113910;3584584;6939084;090
2234;KURENLAHTI TH;113932;3573614;6907959;915
103297;BOX SKOLA  1;113944;3411420;6689322;753
81170;VISULAHDEN SHELL;114103;3519012;6844045;491
123178;HONKATIE;114119;3510805;6840502;491
100319;SOKKALANTIE;114122;3511109;6840244;491
110736;JALAVAKATU;114142;3512782;6842226;491
106348;LEHMUSKYLÄN SEURAKUNTATALO;114146;3512630;6842460;491
103314;RAVIRADANTIE;114171;3513346;6843640;491
16061;KUUSAMO LENTOASEMA;114178;3601256;7324516;305
115613;PORRASSALMENKATU 1;114270;3514536;6841784;491
118122;KATTILANLAHTI;114284;3514786;6840768;491
103327;MOISION KOULU;114299;3514182;6838341;491
123195;KATTILANSILTA;114325;3514297;6840290;491
81591;KUPLUSKYLÄ;114535;3648360;6950405;167
113242;ALA-HONKAJOKI, SIIKAISTENTIE;114558;3252111;6872598;214
81633;TOIMINTAKESKUS;114594;3644676;6948764;167
2522;KARJANLAHTI;114620;3306064;7010792;233
16078;KLEEMOLA (KAUHAVA);114621;3293100;7007616;233
6056;KELLOSALMI;114674;3408453;6813951;576
6066;VIRMAILA;114676;3415171;6813566;576
81697;TERVEYSASEMA;114708;3640202;6948706;167
113255;HAAPATIE;114718;3640213;6947893;167
106398;HAAPATIE;114719;3640158;6947825;167
3758;JUUMA RETKIETAPPI;114779;3607167;7355314;305
3789;KÄSMÄ;114791;3587920;7297288;305
3841;SÄRKELÄ (KUUSAMO);114792;3582678;7282546;305
2409;PYÖLI;114827;3323410;6681841;444
4784;VIRKKALA TH;114849;3333524;6678081;444
18218;HÄSTHOLMEN;114850;3463889;6695639;434
5398;ONKIMAA;114852;3412159;6718390;505
5402;SOUKKIO;114855;3403202;6730281;505
5711;KARISJÄRVI;114885;3336970;6715996;444
5713;KAUKELA;114886;3336786;6705557;444
5737;SEPPÄLÄ TH;114893;3333705;6707757;444
17813;TAUSTA;114898;3341455;6707514;444
5741;TAUSTA TH;114899;3341111;6703302;444
15791;TAVASTBY;114903;3455789;6713872;434
17130;INGVALSBY;115048;3290780;6663635;710
8752;PRÄSTKULLA;115049;3289321;6659972;710
9896;VANJÄRVI TH;115076;3348425;6705911;927
9897;VANJÄRVI;115077;3348768;6707911;927
81910;KOSKIKATU B;115167;3641892;6947011;167
17812;JOKIKUNTA TH;115171;3343220;6709749;444
1393;JOUPPILAN KOULU;115259;3265156;6961331;145
18763;PELKOLA;115262;3304408;7006769;233
3747;ELLALA;115416;3627727;7325574;305
18482;VÄRTSILÄ RAJA;115422;3688763;6901507;848
1849;KOSKENTAIPALE;115431;3526228;6853997;491
5223;VEHMASKYLÄ TH;115434;3518568;6868175;491
8162;JOKIVARSI;115457;3353425;6986576;759
17940;AHLNÄSET;115465;3226284;6988311;475
17942;BÖRÄNGEN;115467;3224358;6991631;475
17943;KOPPARBY;115468;3223459;6992695;475
18492;TERVEYSKESKUS (MYNÄMÄKI);115476;3225710;6739941;503
15608;MUNTTINEN;115478;3228413;6743692;503
18556;ALIKULMA;115502;3265452;6724613;838
15886;RAUDUINEN TH;115546;3215472;6721706;529
4800;KOJONMAA (LOIMAA);115547;3288765;6769212;430
6907;KANTEENMAA;115549;3283883;6777459;619
82009;PUNKALAIDUN;115550;3289619;6784697;619
15087;LAMMINKYLÄ;115558;3254916;6872226;214
17333;LAHDENPERÄ (SASTAMALA);115592;3279704;6842399;790
8164;KEISALA (SOINI);115595;3356425;6985690;759
2531;PELKKIKANGAS;115617;3317217;6999565;233
2536;VIINIKKA;115619;3314396;7012772;233
5054;ÖSTERÖ;115625;3252144;7039124;946
5050;SÄRKIMO;115626;3250459;7031738;946
15090;LÖVSUND;115627;3254073;7030367;946
5048;KVIMO;115628;3255801;7028153;946
16283;VELKMOSSEN;115632;3215635;6973483;545
2362;MÄRSYLÄ (KANNUS);115633;3351086;7101893;217
2361;MUTKALAMPI (KANNUS);115634;3351927;7108825;217
15773;SÄÄKSJÄRVI (KOULU);115636;3348596;7016732;934
18444;KIIKKU (TURKU);115655;3240217;6718159;853
10;KIVIHUHTA;115691;3288360;7016559;233
101651;PAAVALINVUORI 1;115746;3432550;6892941;500
113617;TYRNÄVÄN LINJA-AUTOASEMA;115779;3435804;7185737;859
15529;KÖYKKÄRI;115825;3288313;7033551;233
6;HANHILA;115830;3286533;7021088;233
3156;LOKAKYLÄ;115868;3412345;7000292;265
2328;HILMONKOSKENTH;115878;3424330;6983123;216
6480;TIKKALA (PIELAVESI);115880;3494833;7023656;595
15178;PAISTANOJA;115931;3233448;6737868;538
5234;VESUNTI;116079;3277894;6828361;790
82353;PUMPULA;116110;3537341;6778705;739
82354;MANKINMYLLY;116112;3534013;6777905;739
16824;PALOMÄKI (LIETO);116114;3248213;6713928;423
18392;RAUHALINNA;116116;3247055;6708260;202
3816;RIEKKI;116226;3633727;7330860;305
5620;JUNNO;116251;3387511;7096240;535
1123;PATOJA;116266;3366970;6723954;106
18774;PITKÄPORRAS;116281;3271855;6707979;577
82431;LINTULAMMENTIE, LETONTIE TH;116283;3425081;7198427;425
9655;LAHDINKO;116358;3213389;6741789;918
9661;RAUTILA TH  (VEHMAA);116359;3210445;6734917;918
118544;MUHOSPERÄ TH;116425;3459681;7187950;494
17363;LATVAN KOULU (ORIPÄÄ);116431;3261575;6761341;561
6241;SORKKA-AHO;116458;3380114;7013223;584
82594;KONTUNEN;116473;3536998;6780105;739
2520;JYLHÄ (KAUHAVA);116483;3305397;7006363;233
2534;PERTTULANMÄKI;116484;3308405;7006724;233
8172;VEHU;116488;3371960;6955445;759
10348;RÄMÄLÄ (ÄHTÄRI);116489;3364908;6945644;989
9987;LAKANIEMI;116494;3338846;7005853;934
1404;NIKKOLA (ILMAJOKI);116510;3275098;6969174;145
382;KAUKOMÄKI;116514;3223487;6801093;051
383;KOIVUNIEMI;116515;3212104;6799179;051
16167;LAUHTU;116516;3218484;6803978;051
1007;LAUHALA;116533;3250320;6896452;099
121248;NUUTTI 1;116537;3432337;6910396;179
8647;KARINIEMI TH;116556;3548034;7280611;832
3063;KOIVISTO TH;116562;3234223;6796494;050
4105;KOUMA;116570;3206070;6765759;400
4642;RAUHAKYLÄ;116584;3247266;6723155;423
17376;NIINIJOEN KOULU;116588;3276153;6757297;430
15228;AUREJÄRVI;116611;3307157;6882807;581
6911;KOOSANMAA;116617;3299655;6787495;619
9528;KÄRPPÄLÄ;116646;3292479;6813783;790
9549;VAUNUNPERÄ;116650;3278937;6815941;790
15;OJALA (ALAHÄRMÄ);116655;3289623;7020026;233
9524;KIVIJÄRVI;116658;3300022;6803029;790
18338;METSÄKULMA;116672;3307034;6830927;108
1770;JÄRVENPÄÄ (JURVA);116682;3235512;6958941;301
