VALLU_PISTENRO;VALLU_NIMI;DIGISTOPTUNNISTE;X_KOORD;Y_KOORD;KUNTAKOODI
7116;PIEHINKI;98403;3375438;7166451;678
17838;ARKKUKARI;98409;3376366;7170282;678
121711;PINTAMO;98615;3530182;7263338;615
27486;RAUDASKYLÄ OPISTO TH;99048;3389688;7102464;977
69253;OKSAVA;99137;3413592;7080209;069
469;RUHAPERÄ;99465;3430264;7089145;069
3805;OIVANKI;99903;3594046;7330937;305
7929;KIISKILÄ;100358;3384857;7080352;746
15699;KORKEAKOSKITH(SIEVI);100361;3385973;7079461;746
2153;MEHTÄKYLÄ;100443;3363644;7136112;208
68012;LESKELÄ;100750;3442060;7120478;791
6004;RIUTTU;101091;3417467;7212254;564
7041;TAVASTKENKÄ,KESTILÄNTIE;101205;3470065;7119430;630
104155;TEERIRANTA;101441;3617260;7272530;305
104169;KAIHLANIEMI;101924;3609259;7311524;305
8283;KAITAINSALMI;102163;3570856;7119802;765
8458;SAARIVAARA (SUOMUSSALMI);102482;3627698;7177461;777
16009;ALAVUOKKI;102495;3616387;7185510;777
109854;KÄYLÄ;102540;3596421;7358503;305
3818;RISTIKALLIO TH;102562;3591547;7367491;305
122051;TONTUNKUJA;102988;3532535;7125044;205
10082;PAPUSUO;103106;3498131;7112868;205
72633;KORENTOKANGAS TH;103420;3514700;7255990;615
6804;IINATTIJÄRVI TH;103469;3523830;7259150;615
117001;HUIPPUKATU;103558;3428275;6761619;398
104278;KIVISTÖNMÄKI;103693;3427885;6765742;398
73172;RAKUUNANKATU;104010;3423966;6764415;398
73173;RAKUUNANKATU;104011;3423888;6764436;398
17864;HOIKANSUO;104373;3636786;7306063;305
104360;RYTINKI;104496;3515628;7288589;615
73619;VIITAPOHJA TH (VALTATIE 9);104613;3352950;6840757;562
15969;PAIMELA;104665;3426385;6775984;098
112465;JUTIKKALA TH, MOOTTORITIE (LIITTYMÄ 29);104733;3342307;6784757;908
9979;TAMMIKOSKI;104764;3359040;6886530;508
55;SAUKONKYLÄ;105309;3334671;6986697;005
3875;KANUNKITH;105431;3301121;6720609;734
3604;JULKULA;105647;3532336;6980964;297
6444;NOUSIALA;105708;3483411;7037214;595
100124;REIJOLA;106199;3646459;6940751;167
3276;JAKOKOSKI;107108;3652671;6962866;276
9775;ISOMÄKI;107915;3486874;7090167;925
6638;SAARIVAARA (POLVIJÄRVI);108718;3605033;6976525;607
8251;POROMÄKI;111609;3518610;7069403;762
26224;KOLMISOPPI;111933;3505392;6946125;778
111688;METSOLA;111935;3505605;6946532;778
26341;VIERU;111942;3508195;6947774;778
9564;KUROLA;112044;3551470;6911651;915
2691;KURONMÄKI;112097;3611670;6870270;740
1646;IIKSENNIITTY;112177;3650957;6946163;276
18061;NEPENMÄKI;112186;3643173;6945754;167
105006;KUPLUSKYLÄ;112258;3648359;6950319;167
3291;LEHTOI;112293;3660556;6951925;276
3292;MÖNNI;112309;3659033;6958874;276
8492;LIETENIEMI;112382;3491817;6971240;844
8504;SUONTEE;112400;3510452;6931677;778
8500;SUIHKOLA;112401;3508663;6940545;778
9691;SAAHKARI;112462;3569020;6958296;297
80562;MERIMASKU KK;112493;3218326;6718753;529
7071;NIVA;112748;3648544;6927009;167
17800;PYHÄNSIVU TH;112914;3464368;7187833;889
15400;ESKOLANNIEMI;112944;3423786;7116311;071
493;HUIKKU;113055;3409110;7217223;072
494;MARJANIEMI;113056;3385379;7218193;072
1130;SYKÄRI;113290;3393884;6731229;106
3973;ALAJOKI (KÄRSÄMÄKI);113421;3432164;7100141;317
7639;HEILALANSAARI;113468;3409831;7170115;748
2724;KOTILA (KESTILÄ);113504;3479275;7130922;791
2732;NEVALA (KESTILÄ);113505;3483661;7129208;791
5184;KARJALANHARJU;113644;3510147;6844814;491
16775;HIITTINEN;113763;3249561;6650573;322
15435;VILMINKO;113885;3421089;7147682;678
75269;PYS0002340604876;113913;3566352;6928232;420
81292;LÄHEMÄKI;114228;3515622;6843264;491
81397;LATOSTENMÄKI;114334;3440148;6904584;179
4942;FAGERNÄS;114648;3292563;7079098;440
6057;MAAKESKI;114670;3411042;6798582;576
81693;LOUHOSAUKIO;114704;3639298;6949106;167
81725;PETRANKATU;114757;3641248;6947771;167
81736;VIRASTOTALO;114773;3642281;6947654;167
3793;LIIKASENVAARA;114780;3614005;7366428;305
3756;ISOKUUSIKKO;114781;3613702;7366270;305
17922;ISOKUUSIKKO TH;114783;3613855;7366370;305
1503;FAGERVIK;114804;3323091;6661192;149
4299;HEIKINKYLÄ;114830;3459091;6719846;407
4306;LAPINKYLÄ;114832;3458583;6716659;407
4312;PUKARO;114836;3458359;6729891;407
15120;VÄÄNTEENOJANTIE SITARLANTIE TH;114896;3340452;6698862;444
81866;RUOKE;115000;3428369;6906864;179
6733;KRÅKÖ;115020;3426792;6693352;638
6744;SEITLAHTI;115024;3431348;6691031;638
6747;SONDBY;115030;3432237;6684784;638
6759;VOOLAHTI;115033;3436191;6687363;638
8044;NIKKILÄN KOULUKESKUS;115376;3404322;6697026;753
9526;KUTALA;115482;3294049;6818543;790
7948;OTAMO;115559;3224706;6869068;747
7954;SAMMI;115563;3239600;6876137;747
9189;LÄNTTÄ;115568;3356694;7061592;272
8165;KOLU (SOINI);115597;3359368;6959833;759
10135;HÄRMÄN SAIRAALA;115610;3290160;7013096;233
1542;KÄRJENKOSKI;115624;3222660;6903194;151
6240;SALAMAJÄRVI;115637;3379766;7026700;584
18100;JUNTUSRANTA;116212;3615722;7237987;777
82452;HAUTAUSMAA(LIEKSA);116306;3653478;7026561;422
515;KOKKILA TH (HALIKKO);116468;3279384;6701537;734
3669;HYNNILÄ;116497;3321078;6964755;300
17030;LATUKKA;116666;3312635;7041129;052
6234;PELTOKANGAS;116723;3356082;7019448;584
9316;HIRVLAX;116759;3267894;7043334;893
1936;LEPPÄLAHTI(JYVÄSKYLÄMLK);116893;3446590;6903852;179
107738;DRAGSVIK;117209;3304116;6658386;710
111090;JOKELA;117244;3388820;6717500;858
118822;LEMPÄÄLÄ;117303;3326330;6804850;418
107754;PITÄJÄNMÄKI;117350;3381580;6681040;091
119313;VAALA;117406;3492610;7162220;785
1727;JOUTSENRANTA;117458;3590224;6786805;405
1741;TIURU;117459;3589891;6788530;405
114245;ASEMAKYLÄN AMMATTIKOULU E;120119;3425789;7234039;564
121876;TAKKURANTA P;120259;3423918;7228608;564
101810;KEHÄTIE E;120393;3438823;7222296;564
121867;HAVUTIE P;120405;3439546;7221829;564
112068;JYLKYNKANGAS;120453;3430567;7220916;564
113968;KAARTINMUTKA E;120600;3434770;7217196;564
4996;LÄNGELMÄKI;121339;3383446;6848860;182
9222;NUUTAJÄRVI;121386;3305473;6775680;887
6065;VESIJAKO;121388;3395366;6806204;576
18574;MÄRY;121518;3281848;6709428;734
8863;PEURA;121649;3414658;7342192;845
8145;SATTANEN VALTATIE 4;122006;3483852;7491666;758
3044;TEPSA;123449;3443714;7497621;261
10194;KANTOMAANPÄÄ;124444;3369361;7373654;976
16051;SOPPELA;124824;3528217;7394871;320
17554;LEHTOSALMI;124838;3532004;7386224;320
7908;TANHUA;125318;3523221;7493465;742
8770;TROLLBÖLE;125366;3298842;6657179;710
9143;NUPPULINNA;126075;3391322;6714785;858
36776;KAANAA;126124;3399302;6731729;505
82226;PIHLAJAMÄKI(PORNAINEN);126324;3402453;6711977;611
87815;HINTHAARA TH;126528;3416428;6699721;638
200018;TARMOLA;126995;3427250;6700155;638
200019;TARMOLA;126996;3427261;6700232;638
208;TIILÄÄ;127181;3428299;6716042;018
9140;MYLLYKYLÄ;128682;3386771;6695210;858
5407;TIKKARONKAUPPA;129121;3402892;6715401;505
200027;EMÄSALO;129230;3424297;6678019;638
87939;VAHIJÄRVI TH;129285;3418657;6712573;018
200020;HORNHATTULA;129395;3424402;6699352;638
5369;KANKKILA;129404;3433333;6722372;504
87833;STYRJON;129469;3436799;6678040;638
514;KOKKILA;129784;3276053;6697328;734
200410;URHEILUKENTTÄ;130078;3217910;6726822;481
200411;URHEILUKENTTÄ;130079;3217923;6726773;481
201093;TARVAINEN;130448;3231780;6743998;503
4836;ONKIJOKI;131064;3287358;6761477;430
16805;KYYSILÄ;131138;3266013;6715342;577
17134;KAARITIE (PAIMIO);131209;3263630;6712508;577
6316;PÖYTIÖ;131241;3297661;6704143;734
2828;REKIJOKI;131333;3304813;6713838;734
349;HINNERJOKI;132983;3229272;6775617;050
368;TURAJÄRVI;132989;3228458;6791638;050
8564;PYHÄJOKI(SÄKYLÄ);133078;3251519;6775841;783
87492;LINNAMAA;133171;3211779;6801933;051
2838;KIIKOINEN  TERVAHAUTA;133440;3264455;6826681;790
200311;UTTI;133915;3495119;6753421;286
10265;YLÄMAA KK;133996;3555249;6743174;405
7673;SAARI (PARIKKALA);135460;3642124;6846046;580
88040;HERMANNI;135516;3504042;6835867;491
7182;VOINSALMI;135957;3561391;6897251;681
17744;KARKKULA, KOULU;136077;3427404;6737937;560
1138;HAUKIJÄRVI;136454;3292788;6834478;108
6180;PARKANO RAUTATIEASEMA;136536;3295057;6889053;581
7350;AHOINEN;137221;3354934;6748760;109
7357;NEVILÄ;137247;3357490;6753496;109
1640;TUULENSUU;137258;3367848;6754080;165
1643;VÄHIKKÄLÄ;137302;3366358;6743998;165
717;KURU (HAUSJÄRVI);137348;3389313;6735704;086
17748;LUHTIKYLÄ;137455;3417821;6751290;560
954;KUKKO (HOLLOLA);137476;3415056;6765011;098
85643;USKILA(VALKEAKOSKI);137985;3352096;6794507;908
15741;HÄMEENKOSKI TH (KAAKKO);138118;3401201;6768513;283
661;PORRAS;138258;3372438;6788031;109
1815;KORKEAKOSKI(JUUPAJOKI);138544;3362421;6857904;177
17742;SALUSTENKULMA;138652;3418411;6744192;560
17618;PINSIÖ;138861;3311132;6834606;108
86307;HEITTOLANTIE TH;138892;3289342;6869928;143
7352;KALOINEN;139043;3359052;6750273;109
200077;VANATTARA;139170;3326734;6810133;418
708;HAMINANKYLÄ;139269;3393127;6749814;086
200033;LUOPIOISTEN YLÄASTE;139563;3366125;6805994;635
930;HAKOSILTA;139667;3420367;6758768;098
15235;HAAPAMÄKIAS(KEURUU);142714;3367953;6907196;249
9392;SUNDOMKOULU;144246;3224998;7004811;905
87762;PÖRTMOSSA;144253;3221422;6965670;545
16341;KNÖSEN;144269;3214432;6954275;545
4346;YLIKYLÄ (LAPUA);144594;3310882;6978116;408
4340;RUHA (LAPUA);144783;3295639;6984538;408
15796;HIIRIPELTO;145059;3254503;6999021;905
10109;LOTLAX;145286;3258835;7017049;946
9330;PENSALA;145339;3277661;7034562;893
2545;KÖYHÄJOKI;145507;3348041;7055673;236
547;YLIKYLÄ(HALSUA);145531;3360596;7037321;074
4798;VÄLIVIIRRE;145700;3340642;7097313;272
1594;KOSKUE;145868;3284874;6924302;164
108;JOKIVARSI(ALAVUS);146093;3326463;6941424;010
5861;YLIJOKI;146145;3300249;6956291;743
3684;PALOMÄKI(KUORTANE);146175;3323423;6957031;300
9762;PULKKINEN;147006;3348457;7032922;924
5617;HITURA;147204;3403264;7083852;535
18697;JOKIKYLÄ;147335;3448533;7074966;626
6995;KREKULA;147498;3361497;7144846;625
5096;YLIPÄÄ(MERIJÄRVI);147569;3382376;7139216;483
5640;TOIVOLA TH;147617;3408968;7084079;535
16438;MIELUSKYLÄ;147743;3410683;7120738;071
7661;TUOMIOJA;147948;3405887;7168993;748
84924;LEPPINIEMI P;148062;3454761;7194373;494
106132;PÄIVÄRINNE P;148181;3446586;7198828;494
120709;MURTOVAARA;148424;3608994;7289987;305
1183;ALARANTA;148503;3420879;7249293;139
3750;HAUTARANTA;148673;3600620;7331740;305
3773;KIUTAKÖNGÄS;148741;3603641;7366000;305
1096;ORAVIVAARA;148976;3566440;7171809;105
8433;LUOKKALA;149006;3560483;7213836;777
5092;KALAPUDAS;149527;3381426;7136183;483
15167;LEPPIPERÄ;149715;3416487;7095470;535
7034;AHOKYLÄ;149832;3477699;7099748;630
7658;SAARIKOSKI (SIIKAJOKI);150006;3423327;7169849;748
101608;TÖRMÄNEN;150498;3609310;7314626;305
16479;JUUMA TH;150539;3596843;7350564;305
16125;VIANTIE;151110;3404841;7288310;751
2607;PAAKKOLA;151356;3395951;7321943;845
7429;NIVANKYLÄ;151660;3438359;7389935;698
8136;PUOLAKKAVAARA;151745;3499774;7490325;758
84807;HELSINGINTIE-KOURULA KESKUSTAAN;152141;3561454;6771731;405
18128;HELSINGINTIE (SALO);152374;3288845;6703334;734
5294;KRONVIK;152406;3222778;7006674;905
85493;HARJAPUISTO P;152840;3427772;7212853;564
114688;SANTAHOLMA P;153786;3421692;7233434;564
200265;HÄTILÄNPUISTO KA;154043;3366985;6763882;109
19504;KIVISTÖ;154621;3437040;6905027;179
16359;KUOKKALA;154686;3436368;6902964;179
200312;KELTINMÄKI;154750;3431345;6903845;179
200314;KAAKKOLAMPI;154778;3439006;6907653;179
200316;NENÄINNIEMI;154837;3436848;6900532;179
200317;KANGASLAMPI;154870;3438467;6908456;179
200318;KORTEMÄKI;154893;3432090;6905581;179
15698;KÄTÖN KOULU;155027;3537401;7126170;205
108359;TEPPANA;155050;3536486;7126633;205
3205;KOKKOLA RAUTATIEASEMA;155361;3309987;7087363;272
87289;KORELA;155740;3494638;6709137;285
46068;HARJULA;155906;3532609;6977236;297
200076;HAURALA;156738;3325566;6804539;418
87326;NOKIA KIRKKO;156945;3315360;6824078;536
5652;KANKAANTAKA;156957;3315338;6824656;536
5646;NOKIA HOTELLI EDEN;157026;3315119;6822645;536
25819;SATAKUNNAN KESKUSSAIRAALA;157315;3222262;6829558;609
200562;RAISIO;157871;3234557;6718146;680
200563;RAISIO KESKUSTA;157876;3234650;6718191;680
87388;HERMANNI;158359;3286975;6703223;734
8995;KIVIKARTIONTIE;158667;3241180;6712052;853
9028;TURKU LENTOASEMA T1;159052;3240691;6720521;853
9035;UUDENMAANTULLI;159161;3240683;6713349;853
24268;OTANMÄKI, SIWA;160405;3505343;7112046;205
88049;PUOLANKA, TORI;160446;3532049;7196928;620
2769;KETVELNIEMI;160669;3379184;6909570;249
200064;VUOKATINHOVI;160740;3563523;7115991;765
15937;VIERUMÄKI URHEILUOPISTO;160855;3446784;6778253;111
16360;VÄINÖLÄ;160919;3438869;6903878;179
82449;RANTALA(LIEKSA);161460;3652626;7026798;422
85921;ASEVELITH.;161691;3604335;6960499;309
15311;MALMIN SAIRAALA;162069;3288894;7071342;598
16644;KIILA;162397;3314151;6665831;710
82614;RIIHENMÄKI KOULU;162492;3408253;6727311;505
17447;KULTARANTA;162582;3225308;6716114;529
16223;LAPINLAHTI KOULUT;163005;3520248;7028643;402
115284;TEISKONTIE 25;163719;3329801;6825715;837
112195;ARKKITEHDINKATU 17;163989;3331943;6818792;837
112196;ARKKITEHDINKATU 36;163990;3331989;6818831;837
112197;ARKKITEHDINKATU 3;163991;3332571;6818917;837
112198;ARKKITEHDINKATU 4;163993;3332582;6818934;837
119775;ORIVEDENKADUN SILTA;164088;3332155;6820404;837
86066;RIKKILÄ;164242;3566168;6754059;405
87449;MEILAHTI, TUKHOLMANKATU;166156;3384084;6677296;091
23699;MUNKKIN,AUKIO;166177;3382829;6677903;091
23781;TÖÖLÖNTULLI;166258;3384304;6677329;091
331;KIVENLAHTI;168297;3368650;6673925;049
16355;SIRKUSAHO;169398;3360542;6954794;989
86910;HAUKIPUTAAN AMMATTIKOULU PIHA;169675;3425838;7234299;564
87102;LIETO KOULUKESKUS;169771;3250304;6718603;423
108550;KOILLISPUISTO (JOENSUU);169784;3645781;6950185;167
87146;KELLOSELKÄ, SUOMEN RAJA-ASEMA;169792;3588443;7429444;732
87156;VILLILÄ (ÄETSÄ);169797;3266913;6803178;790
123909;KANKAANPÄÄ;169995;3257322;6863681;214
108555;HOTELLI YLLÄSRINNE;170007;3383161;7496162;273
87450;MEILAHTI, TUKHOLMANKATU;170352;3384195;6677359;091
122240;SEINÄJOEN KAUPPAOPPILAITOS;170361;3287868;6970545;743
8665;ITÄLEHTO;170460;3589508;7268493;832
2218;SUINULA(KANGASALA);170628;3343389;6828909;211
773;LAMMINPÄÄ;171092;3575689;6936364;090
18514;TUUPAKKA;171196;3383213;6689238;092
1016;KITTUIS;171218;3191516;6689219;445
1064;SUITTIO;171225;3269591;6785597;102
87803;VEHMAA TH (VT 5);171299;3542407;6865905;178
83230;ÄIMÄRAUTIO E;171809;3428148;7210848;564
201761;KUORTTI TH, 5-TIE;171851;3469895;6812501;588
6589;TOIVONLINNA;171858;3254070;6705424;202
9016;PIISPANRISTI;172260;3242723;6709939;853
50523;HAUTAUSMAA, UUDENMAANTIE;172263;3241567;6711495;853
3654;VARTIALA(KUOPIO);172796;3554267;6981208;297
1252;MADESALMI;174146;3523983;7052801;140
1766;VIITANIEMI(JUANKOSKI);174493;3574898;7004317;174
1757;PELONNIEMI TH (JUANKOSKI);174574;3561767;6996862;174
1744;ALARANTA(JUANKOSKI);174644;3575303;7009308;174
1806;UKONVAARA;174849;3598641;6993984;176
2578;PAHKAMÄKI(KEITELE);175200;3459516;7008948;239
2747;POIKSILTA;175286;3644222;6857645;260
4512;SORSAKOSKI;176655;3534377;6927164;420
4563;PANKAKOSKI;176984;3657485;7027825;422
4584;VARTIALA(LIEKSA);177151;3647565;7029408;422
80059;POLVIJÄRVI TH;177469;3634002;6950017;426
5552;KONTTIMÄKI(NILSIÄ);177802;3547905;7011375;297
5539;HAAPAHARJU;177806;3549736;7013079;297
5771;LOUNATLAMMET;177875;3619258;7046979;541
5786;SALMENKYLÄ(NURMES);177983;3598042;7045463;541
17415;HOIKKITH;178971;3530651;7005179;749
7985;PETÄJÄMÄKI(SIILINJÄRVI);179107;3533521;7008233;749
8216;AITTOKOSKI;179282;3520847;7066534;762
8496;PÖRÖLÄNMÄKI;179469;3504120;6935730;778
9097;LAUKKA-AHO;179852;3568459;6981074;857
1672;KUUMA;181420;3310549;6759969;169
86716;KOIVIKKO;181526;3569154;6955791;297
15329;FINNE;181875;3289272;7085524;440
23611;HERTTONIEMI, ITÄVÄYLÄ;182422;3390844;6677403;091
2668;MATTILANPUISTO;182868;3394295;6700763;245
2656;KERAVA;182970;3395385;6700484;245
87854;MÖLKKI TH;183217;3361168;6710154;927
17576;HANASAARI ITÄÄN;183337;3380370;6674607;049
87954;SUDENTIE;183446;3568539;6884698;681
88024;AVESTA POLARIT;183529;3371446;7300249;851
87763;KÄLLMOSSEN;183634;3220036;6961845;545
7931;KOIVISTO TH (SIEVI);183735;3381771;7092919;746
114935;TOLPANNIEMI;183894;3601718;7319097;305
15921;KAITAOJA TH;184007;3483345;7241213;615
8601;SALMENRANTA (VAALA);184014;3495418;7135640;785
110637;LATVAPURO;184070;3603949;7326700;305
88096;SÄYNÄJÄ;184071;3611349;7327534;305
88098;KÄRPÄNKYLÄ (KUUSAMO);184073;3630349;7316934;305
88099;KAJAVA;184074;3619034;7321725;305
110631;PURNUVAARA;184094;3577444;7311460;305
120555;VEHKATAIVAL;184183;3642593;6944711;167
88152;SAVILA (RAUMA);184184;3204412;6792297;684
88166;PALOKAN YMPYRÄ;184196;3433779;6910063;179
5094;PAHKASALO;185261;3384158;7142969;483
6844;PÄRJÄNSUO;185299;3508802;7276012;615
8443;PESIÖKYLÄ;185303;3574195;7204387;777
8446;PESIÖNRANTA;185304;3577623;7207792;777
124452;UOTILAN KOULUT;185380;3208018;6792393;684
124462;NUMMEN ETL, MT 1072;185712;3329875;6696662;444
124466;KYLMÄMÄENTIE KUOPIO;185731;3530064;6970359;297
5284;BJÖRKÖBY;185842;3216302;7039417;499
8442;PERANKA;185893;3594790;7256580;777
8592;NUOJUA;185897;3484223;7163324;785
9553;VAMPULA;185915;3267985;6775710;102
16028;UUSIKAUPUNKI LAS;185971;3196010;6756346;895
124564;LAPIJOKI POSTI;186084;3212864;6797115;051
124570;KAARINA, OSKARINAUKIO;186100;3245123;6708554;202
23454;HAUHO;186151;3369069;6787205;109
16445;SOSSONIEMI;186154;3615691;7317215;305
200004;HALIKON KOULUKESKUS;186203;3284088;6705412;734
200042;NIUVA;186247;3531949;6978422;297
200110;METSOKANGAS;186327;3431871;7206805;564
200111;KAUKOVAINIO;186328;3430019;7212114;564
200115;HEINÄPÄÄ;186332;3427321;7212767;564
200144;LUONTOKESKUS ISOSYÖTE;186362;3528116;7282221;615
200162;LUTTILA;186379;3544654;6915928;915
200171;EURAN KOULUKESKUS;186387;3237897;6789180;050
201434;LINNAKANGASTALO E;186447;3431873;7203745;244
200247;VÄSTERVIK, RAJALAHDENTIE;186485;3226160;7016043;905
200258;REWELL CENTER, RAASTUVANKATU P;186496;3228326;7010558;905
200266;LENTOASEMA, VAASA;186505;3235268;7004107;905
200281;ETELÄ-KARJALAN KESKUSSAIRAALA;186522;3565482;6773355;405
200284;METSÄKOULU (MIKKELI);186525;3516715;6840835;491
200309;INKILÄNMÄKI;186553;3534558;6979174;297
200310;SAVOLANNIEMI;186554;3535855;6969397;297
200344;RUONALA, HEPONIEMENTIE;186581;3493130;6707176;285
18214;LINJA-AUTOAS. N:O 2 PIETARI (NUIJAMAA);186663;3582221;6761878;405
18872;SALLA VENÄJÄN RAJA-ASEMA;186678;3588529;7429444;732
200413;PÄIVÄRINNE;186930;3344727;6676332;755
100553;LEMU TH;188576;3225744;6728185;481
200483;LAHNAJÄRVI;188578;3318280;6700252;734
200484;SUOMUSJÄRVI, TIE 110 2;188579;3312196;6701216;734
200536;LASIMUSEO;188719;3376789;6737718;694
200539;JUPPALA;188722;3379072;6740384;694
